               THE COEFFICIENTS OF RK10(8)  TO 60 DIGITS
            using the notation of Fehlberg, Bettis, Horn, et alia


  k	         c[k]

0	0.
16	6	0.
16	7	.7602144218856081893754106886111596435015500427480120290148318740899211421773423234728
16	8	1.769083927820959377467464871522349066447068428702073590698445112684989184432409492025
16	9	-4.499239797622297101452915424261016593995695456495268863455643396071539024609271033574
16	10	1.490558190212043468817221563278239942209691100326719140478588601720867838040211450448
16	11	-2.552203480132132516997563217309689292804518121743365818482497611667126218719069737195
16	12	4.795167551528575994217413424533259845001657006088189480440731104737960266616292993321
16	13	-.9161854401769482236671414092387917470686251714192236693920061138984202381209109248553e-1
16	14	-1.525735678746850818217653470352135651821164556169070505816135230784807058389577753184
16	15	.7371445601564892133467497107205798584829803038168267854389817508169123996459113657504
17	0	.1017366974111576638766809656369828971944080018220332809259398740674738807023371082700
17	1	0.
17	2	0.
17	3	0.
17	4	0.
17	5	0.
17	6	0.
17	7	-1.696217553209432810711666838709742166182992092906177246174096517233561845662947862824
17	8	-3.825235846211624254528740857512255693551264719132875740261231165548583482101116676418
17	9	9.754768979885866648856431516333641627109105703674164986615824197909762854575668793816
17	10	-2.520767789227152291196336314591227486393143379933686189126240710041836742414125694941
17	11	5.472417145227780046950992000565734793413395536531652419585004300790370984185945495978
17	12	-9.781098113458736121002383874108051372067873053264954833376114258940736444388841687929
17	13	.3189152692455334369024560213486753019540464785641163242047782111839399471147176681561
17	14	3.447227036527756718156475010324322155277035924051392880570525223655410460762027138915
17	15	-.6051983612219277832241707671295607127814820499715293613761402732652780120810041653591
17	16	.3334525350307787459202631378414806560287636505658634784117511174230383993073398823363
18	0	-.1012987737478284424676828232882617689682012456457322189102956361570156443805900941944
18	1	0.
18	2	0.
18	3	0.
18	4	0.
18	5	-.2409389328948775401304659380663043147167897928467308244359962659633933617326533285822e-1
18	6	-.6679880790275182076676283582867036095782150170801495251932447614617249253864579543857
18	7	1.600262798493100648047998296908183265688507618079976446601985464092263571149154964705
18	8	3.706958893826695766827011000213884379914407774639901049574259778345288538246990591819
18	9	-8.581755560147929325446798534254342948628755672447282004336563881429983605741487870996
18	10	.5607314974300953986559644699099897253584501767603091982484141468619493221310582281877e-1
18	11	-4.547761497422899514520768375507009011918601407646237921467449197008085790456674001879
18	12	9.255775439941294621826928846245618922061242300726600002589630404152665447900428712156
18	13	-.3450876657451631707159097079770789925142348071643902737346329921538351794816584861003
18	14	0.
18	15	0.
18	16	0.
18	17	0.
19	0	.3826909723812638609001259641818040193828105314579492422836388985468479567237561247336e-1
19	1	0.
19	2	0.
19	3	0.
19	4	0.
19	5	.7786978965202527814624406274393101840018332461648638653990700950184871893714491273096
19	6	.4859454140913448249612202172501868752761599132465501266008866131088163955018926230543
19	7	1.814925350154666364151014269029611427420766367555858499108920245656959783343309816408
19	8	4.551165245704657956889158854062833952834232753889932986749613143631480116805870313264
19	9	-7.173770670344544101351160462586215092596352548535380880420409450623251883641801862305
19	10	-.3943009017000923237232456850787591816773705728833192412204243696911216045268772747196
19	11	-6.036544185898100312430357626685382432626027303329497026597513524312479466987506315664
19	12	7.338904299721887701527380004651998686389416058019429466200740313593568240326087171554
19	13	-.4143158595971836110248598960027762194900538872022960061452263646470675916118824501965
19	14	0.
19	15	0.
19	16	0.
19	17	0.
19	18	-.3732349451502749258108621577582478607301443393311959731632798508493352335121760204375
20	0	.2162339046022045866878628785550588026780578552494608097931198882276791962912244674840e-1
20	1	0.
20	2	0.
20	3	0.
20	4	0.
20	5	.4611834700744369218866370212060318930941322187829670117414118166503940620998117275429
20	6	.1940797759547798743610542713744618433967649025379792966207862125676964319674160574624
20	7	.7041001229739959807963554405302474570280838416767002383409508232534658577705201658489
20	8	2.877431096792763528910415905652149398266490601780194388811216042455337979365709745445
20	9	0.
20	10	-.4332742088749107411735902392606181444105337491234912425673655059805456011404518143074
20	11	-2.234178753588834452567105459024473991729105867012210449973082203886376638514123583334
20	12	.2235678086885984010238782832657956960650576194069632574873732156942360146780276407657
20	13	.1293532338308457711442786069651741293532338308457711442786069651741293532338308457711
20	14	0.
20	15	0.
20	16	0.
20	17	0.
20	18	.1418136968194278394808045812385429206355105705182818920178205766092934777719870449624
20	19	-1.085699633131323582531514699802817081967439754938101617737029931360398856861850276906
	
	
 The estimate of the local truncation error is  (1/360)  h ( f(t1,x1)-f(t15,x15) )
